Time,DT9857E-16(00).Ain 1,DT9857E-16(00).Ain 2,DT9857E-16(00).Ain 3,DT9857E-16(00).Ain 4,DT9857E-16(00).Ain 5,,,QuickDAQ DATA
38.655,-0.124980211,-0.204917193,0.091189146,0.192942619,0.086785555,,,
38.66,-0.105930567,-0.176478624,0.073612928,0.157378912,0.064516068,,,
38.665,-0.089570284,-0.142861605,0.055482388,0.121543407,0.040971041,,,
38.67,-0.082261562,-0.114182234,0.041595697,0.091549158,0.015058518,,,
38.675,-0.077081919,-0.087300539,0.026129484,0.057533979,-0.01241684,,,
38.68,-0.067996979,-0.044950247,0.007468462,0.011744499,-0.032418966,,,
38.685,-0.048092604,0.009379387,-0.013498068,-0.036530495,-0.041855574,,,
38.69,-0.013663769,0.057017803,-0.029193163,-0.080295801,-0.044777393,,,
38.695,0.024833679,0.086702108,-0.044410229,-0.125508308,-0.046328306,,,
38.7,0.060118437,0.105394125,-0.062007904,-0.178643465,-0.051437616,,,
38.705,0.090481043,0.124651194,-0.088121891,-0.224711895,-0.057610273,,,
38.71,0.119484663,0.143425465,-0.115456581,-0.257464647,-0.063905716,,,
38.715,0.147162676,0.153651238,-0.131046772,-0.28077364,-0.071656704,,,
38.72,0.169216394,0.159721375,-0.138448477,-0.301593542,-0.080003738,,,
38.725,0.179115534,0.172486305,-0.146389008,-0.31896472,-0.088852644,,,
38.73,0.184929371,0.193001032,-0.15856266,-0.32677412,-0.098216534,,,
38.735,0.189270973,0.209863186,-0.169081688,-0.327794552,-0.106276274,,,
38.74,0.191246271,0.214452744,-0.176688433,-0.330649614,-0.110088587,,,
38.745,0.184184313,0.206539631,-0.181595087,-0.327845812,-0.109490156,,,
38.75,0.174543858,0.192034245,-0.18360734,-0.315388441,-0.103402138,,,
38.755,0.170412064,0.169636011,-0.188699961,-0.2945292,-0.096293688,,,
38.76,0.166466236,0.139647722,-0.191227198,-0.269379616,-0.090259314,,,
38.765,0.15378356,0.110594034,-0.182759762,-0.244885683,-0.081913471,,,
38.77,0.134763718,0.079523325,-0.165300369,-0.213974714,-0.07101655,,,
38.775,0.106329918,0.04940629,-0.144644976,-0.174984932,-0.05432725,,,
38.78,0.071488619,0.027461052,-0.131800175,-0.136951208,-0.037823916,,,
38.785,0.040917397,0.009609461,-0.12547493,-0.104863644,-0.021110773,,,
38.79,0.010275841,-0.017092228,-0.112479925,-0.073848963,-0.007817745,,,
38.795,-0.021094084,-0.055223703,-0.085190535,-0.035840273,-9.48E-04,,,
38.8,-0.049529076,-0.091825724,-0.055074692,0.004060268,0.002367497,,,
38.805,-0.07484436,-0.121303797,-0.027643442,0.042815208,0.006363392,,,
38.81,-0.099127293,-0.151020289,-0.002088547,0.078454018,0.014179945,,,
38.815,-0.126183033,-0.185644627,0.023881197,0.113153458,0.029076338,,,
38.82,-0.158127546,-0.220420361,0.046253204,0.147829056,0.045534372,,,
38.825,-0.184680224,-0.242090225,0.063477755,0.169067383,0.065925121,,,
38.83,-0.203807354,-0.24445653,0.077013969,0.188694,0.081934929,,,
38.835,-0.215506554,-0.240280628,0.088429451,0.213979483,0.090309382,,,
38.84,-0.222841501,-0.238798857,0.10889411,0.237679482,0.090693235,,,
38.845,-0.233992338,-0.236612558,0.127266645,0.257569552,0.082753897,,,
38.85,-0.241436958,-0.227938891,0.135660172,0.26610136,0.074044466,,,
38.855,-0.233346224,-0.219726563,0.136520863,0.272513628,0.06898284,,,
38.86,-0.212818384,-0.217214823,0.130958557,0.27638197,0.06881237,,,
38.865,-0.187681913,-0.214700699,0.130420923,0.277264118,0.078598261,,,
38.87,-0.155069828,-0.203455687,0.130900145,0.269577503,0.089126825,,,
38.875,-0.120531321,-0.178079605,0.130478144,0.256588459,0.094701052,,,
38.88,-0.092891455,-0.141938925,0.125473738,0.235856772,0.091123581,,,
38.885,-0.069711208,-0.104215145,0.118657351,0.217576027,0.082442761,,,
38.89,-0.052386522,-0.069386959,0.115013123,0.197185278,0.067900419,,,
38.895,-0.033485889,-0.024129152,0.10892272,0.173037052,0.050846338,,,
38.9,-0.007274151,0.026546717,0.094908476,0.139471293,0.030766726,,,
38.905,0.023008585,0.068925619,0.077946186,0.094932318,0.013594627,,,
38.91,0.052967072,0.101621151,0.059523583,0.052162409,0.002696514,,,
38.915,0.083944798,0.127208233,0.040853024,0.015342236,-0.005581379,,,
38.92,0.118633509,0.16012907,0.028978586,-0.022189617,-0.009843111,,,
38.925,0.15088439,0.198398829,0.026041269,-0.066334009,-0.013840199,,,
38.93,0.175585747,0.231643915,0.022394657,-0.108340979,-0.018427372,,,
38.935,0.194702148,0.252379179,0.01814127,-0.14418602,-0.021930933,,,
38.94,0.208284855,0.269113779,0.014234781,-0.173565149,-0.032898188,,,
38.945,0.219010115,0.291782618,0.006176233,-0.195034742,-0.052684546,,,
38.95,0.222738981,0.313324928,-0.005949736,-0.215091705,-0.076059103,,,
38.955,0.221664906,0.328389406,-0.012885332,-0.22800684,-0.098240376,,,
38.96,0.211961269,0.334022045,-0.020735264,-0.233530998,-0.113124847,,,
38.965,0.199426413,0.336410999,-0.027284622,-0.239212513,-0.115599632,,,
38.97,0.191781521,0.329093933,-0.037446022,-0.246396065,-0.11032939,,,
38.975,0.184473991,0.306955576,-0.040785074,-0.251011848,-0.097390413,,,
38.98,0.174529553,0.267231464,-0.031391382,-0.245369673,-0.079389811,,,
38.985,0.164624453,0.225416422,-0.014247894,-0.230915546,-0.065726042,,,
38.99,0.156856775,0.191937685,1.00E-04,-0.209475756,-0.056761503,,,
38.995,0.144358873,0.164922476,3.48E-04,-0.186299086,-0.054321289,,,
39,0.121074915,0.131039619,-0.001615286,-0.156582594,-0.048260689,,,
39.005,0.082150698,0.091696978,0.00128746,-0.121098757,-0.046101809,,,
39.01,0.035221577,0.056160688,0.002698898,-0.078248978,-0.044182539,,,
39.015,-0.003969669,0.021593571,0.003675222,-0.035787821,-0.037848949,,,
39.02,-0.033893585,-0.012885332,0.004733801,0.00515461,-0.026264191,,,
39.025,-0.056878328,-0.051293373,0.008586645,0.043281317,-0.004448891,,,
39.03,-0.075718164,-0.090850592,0.013309717,0.081737042,0.020142794,,,
39.035,-0.088557005,-0.13069272,0.012419224,0.116829872,0.046852827,,,
39.04,-0.099074841,-0.164552927,0.003173351,0.146654844,0.071669817,,,
39.045,-0.113171339,-0.193064213,-0.002198219,0.176839829,0.085886717,,,
39.05,-0.133368969,-0.21774888,-0.001026392,0.202518702,0.093613863,,,
39.055,-0.147433281,-0.240961313,0.004601479,0.224380493,0.095103979,,,
39.06,-0.15647769,-0.261765719,0.007001162,0.244444609,0.092536211,,,
39.065,-0.169289112,-0.269862413,0.006421804,0.254311562,0.090620518,,,
39.07,-0.184568167,-0.275528431,0.007236004,0.256633759,0.085480213,,,
39.075,-0.202769041,-0.280257464,0.016781092,0.253491402,0.080474615,,,
39.08,-0.217878819,-0.284818411,0.030530691,0.248442888,0.078712702,,,
39.085,-0.219367743,-0.289971829,0.040051937,0.238862038,0.075647831,,,
39.09,-0.207821131,-0.284551382,0.03849864,0.21728158,0.075030327,,,
39.095,-0.189964771,-0.26906848,0.028400421,0.186212063,0.07196188,,,
39.1,-0.169788599,-0.250577927,0.019003153,0.155037642,0.067790747,,,
39.105,-0.150917769,-0.233259201,0.011934042,0.126080513,0.062133074,,,
39.11,-0.137557983,-0.21140337,0.009987354,0.095911026,0.05389452,,,
39.115,-0.122357607,-0.178761482,0.001860857,0.062631369,0.038392544,,,
39.12,-0.103889704,-0.140832663,-0.008581877,0.028157234,0.021791458,,,
39.125,-0.086373091,-0.105119944,-0.018751621,-0.00471592,0.003224611,,,
39.13,-0.071641207,-0.069659948,-0.02956748,-0.034364462,-0.013940334,,,
39.135,-0.048046112,-0.034219027,-0.040824413,-0.067368746,-0.033969879,,,
39.14,-0.014302731,0.003464222,-0.058976412,-0.101648569,-0.053653717,,,
39.145,0.025427342,0.0380373,-0.07619977,-0.132905245,-0.071122646,,,
39.15,0.063811541,0.063766241,-0.08505702,-0.163964033,-0.077353716,,,
39.155,0.099500418,0.090385675,-0.095089674,-0.196897984,-0.078730583,,,
39.16,0.13299942,0.124201775,-0.108753443,-0.23229003,-0.076745749,,,
39.165,0.158193111,0.15663147,-0.122827292,-0.258678198,-0.073803663,,,
39.17,0.167472363,0.177618265,-0.132899284,-0.271769762,-0.072069168,,,
39.175,0.165188313,0.197540522,-0.138862133,-0.282541513,-0.074397326,,,
39.18,0.163260698,0.220159292,-0.145461559,-0.289686918,-0.081894398,,,
39.185,0.17193675,0.235384703,-0.151039362,-0.290337801,-0.086746216,,,
39.19,0.186538696,0.240092278,-0.147004128,-0.284458399,-0.088526011,,,
39.195,0.196851492,0.23070097,-0.134392977,-0.274372101,-0.085425377,,,
39.2,0.207722187,0.218503475,-0.121742487,-0.263973475,-0.079407692,,,
39.205,0.213588476,0.213409662,-0.115869045,-0.247741938,-0.073918104,,,
39.21,0.207760334,0.203735828,-0.11092186,-0.223920345,-0.065597296,,,
39.215,0.186368227,0.175396204,-0.094360113,-0.19453764,-0.05490303,,,
39.22,0.154339075,0.138958693,-0.072540045,-0.163037777,-0.045411587,,,
39.225,0.118669272,0.112593174,-0.055299997,-0.129768848,-0.035758019,,,
39.23,0.088226795,0.09491086,-0.042192936,-0.08928895,-0.028617382,,,
39.235,0.061203241,0.07286787,-0.022602081,-0.042060614,-0.022759438,,,
39.24,0.0264287,0.046356916,0.002995729,-3.61E-04,-0.019137859,,,
39.245,-0.01095295,0.023453236,0.027854443,0.036803484,-0.014871359,,,
39.25,-0.039097071,0.004092455,0.045909882,0.071082115,-0.005087853,,,
39.255,-0.059312582,-0.019851923,0.06891489,0.101481676,0.015290976,,,
39.26,-0.079072714,-0.059398413,0.101083517,0.127103329,0.037115812,,,
39.265,-0.099314451,-0.103167296,0.133315325,0.147935152,0.056335926,,,
39.27,-0.121247768,-0.137419701,0.155466795,0.175127983,0.072122812,,,
39.275,-0.1410532,-0.157800913,0.166275501,0.206876993,0.083354712,,,
39.28,-0.161572695,-0.163991451,0.176947117,0.238842964,0.087544918,,,
39.285,-0.177505016,-0.170651674,0.186178684,0.266090632,0.083639622,,,
39.29,-0.181618929,-0.172871351,0.191606283,0.287929773,0.075922012,,,
39.295,-0.185303688,-0.163762569,0.185217857,0.30634284,0.07177949,,,
39.3,-0.181540251,-0.153938532,0.177286863,0.314155817,0.075788498,,,
39.305,-0.168744326,-0.148662329,0.175043345,0.310543776,0.082856417,,,
39.31,-0.151913166,-0.144815445,0.173461437,0.302518606,0.093026161,,,
39.315,-0.134170055,-0.141018629,0.167207718,0.29411912,0.103818178,,,
39.32,-0.117344856,-0.13328433,0.159592629,0.279238224,0.112122297,,,
39.325,-0.104575157,-0.119867325,0.147600174,0.25719285,0.114033222,,,
39.33,-0.090135336,-0.105330944,0.133452416,0.233821869,0.104035139,,,
39.335,-0.067285299,-0.085214376,0.118858814,0.216158629,0.085122585,,,
39.34,-0.04201293,-0.057529211,0.099391937,0.194139481,0.059608221,,,
39.345,-0.022268295,-0.021215677,0.081124306,0.161486864,0.035898686,,,
39.35,0.001673698,0.016437769,0.06628871,0.123112202,0.01807332,,,
39.355,0.023448467,0.049631596,0.05366087,0.084804297,0.003682375,,,
39.36,0.043238401,0.076454878,0.03862977,0.046063662,-0.003713369,,,
39.365,0.062938929,0.097235441,0.02281189,-0.00338912,-0.009243488,,,
39.37,0.083292723,0.115623474,0.013053417,-0.055071116,-0.013036728,,,
39.375,0.11056304,0.134205818,-0.003324747,-0.103480816,-0.014070272,,,
39.38,0.140961409,0.150458813,-0.024198294,-0.140334368,-0.020028353,,,
39.385,0.162009001,0.163120031,-0.046383143,-0.171730518,-0.032767057,,,
39.39,0.170720816,0.181514025,-0.066865683,-0.205887556,-0.050531626,,,
39.395,0.170772076,0.204100609,-0.081554651,-0.232299566,-0.071343184,,,
39.4,0.166910887,0.225400925,-0.089508295,-0.249994993,-0.09221673,,,
39.405,0.165374279,0.238995552,-0.091978312,-0.265362263,-0.110868216,,,
39.41,0.161147118,0.245046616,-0.095022917,-0.284105539,-0.123579502,,,
39.415,0.155779123,0.2409482,-0.092104673,-0.301769972,-0.125859976,,,
39.42,0.148775578,0.226022005,-0.089547634,-0.31172514,-0.118237734,,,
39.425,0.140208006,0.205923319,-0.096988678,-0.30921936,-0.102835894,,,
39.43,0.130146742,0.174068213,-0.110014677,-0.299717188,-0.088943243,,,
39.435,0.122513771,0.144839287,-0.120640993,-0.281331539,-0.080521107,,,
39.44,0.113998652,0.12372613,-0.122181177,-0.253584385,-0.073484182,,,
39.445,0.100497007,0.102323294,-0.119091272,-0.222293139,-0.068743229,,,
39.45,0.085638762,0.06847024,-0.116653442,-0.192115307,-0.063157082,,,
39.455,0.066392422,0.024672747,-0.111453533,-0.16413331,-0.054234266,,,
39.46,0.036414862,-0.006968975,-0.103107691,-0.127825737,-0.04273653,,,
39.465,-0.00180006,-0.027852058,-0.092566013,-0.085359812,-0.026659966,,,
39.47,-0.038933754,-0.052669048,-0.080326796,-0.045181513,-0.013860464,,,
39.475,-0.06580472,-0.092850924,-0.072231293,-0.004261732,-4.78E-04,,,
39.48,-0.078006983,-0.139662027,-0.063718557,0.035620928,0.010886192,,,
39.485,-0.082991123,-0.18196106,-0.054751635,0.07822156,0.026185513,,,
39.49,-0.090398789,-0.214092732,-0.053327084,0.115349293,0.044528246,,,
39.495,-0.107136965,-0.247331858,-0.048159361,0.147049427,0.062501431,,,
39.5,-0.128278732,-0.271836519,-0.040054321,0.172214508,0.07784009,,,
39.505,-0.150860548,-0.273233652,-0.02820611,0.192483664,0.089598894,,,
39.51,-0.171935558,-0.26266098,-0.0147295,0.209372044,0.093568564,,,
39.515,-0.195834637,-0.255469084,9.33E-04,0.21561861,0.093506575,,,
39.52,-0.21702528,-0.263797045,0.016703606,0.218584538,0.086919069,,,
39.525,-0.227839947,-0.272978544,0.033562183,0.221678019,0.077767372,,,
39.53,-0.225198269,-0.273793936,0.046173334,0.225294828,0.070261955,,,
39.535,-0.209231377,-0.265752077,0.050418377,0.225864649,0.063729286,,,
39.54,-0.189386606,-0.255035162,0.048698187,0.220571756,0.062372685,,,
39.545,-0.170507431,-0.242809057,0.050396919,0.203578472,0.063967705,,,
39.55,-0.151746273,-0.222387314,0.05699873,0.175766945,0.059562922,,,
39.555,-0.130611658,-0.191596746,0.062338114,0.144623518,0.051281452,,,
39.56,-0.115767717,-0.151393414,0.06115675,0.115407705,0.041309595,,,
39.565,-0.103542805,-0.113079548,0.056111813,0.091584921,0.033626556,,,
39.57,-0.093126297,-0.077342987,0.049561262,0.064040422,0.027842522,,,
39.575,-0.073897839,-0.046536923,0.043239594,0.035865307,0.018982887,,,
39.58,-0.043765307,-0.014333725,0.035564899,0.009607077,0.004791021,,,
39.585,-0.010071993,0.025674105,0.024404526,-0.012693405,-0.011759996,,,
39.59,0.025788546,0.065642595,0.01368165,-0.038802624,-0.025727749,,,
39.595,0.061109066,0.098729134,0.008985996,-0.076129437,-0.039287806,,,
39.6,0.096645355,0.124816895,0.003577471,-0.114094019,-0.046625137,,,
39.605,0.125845671,0.151206255,-0.007750988,-0.141575337,-0.048875809,,,
39.61,0.149486065,0.183295012,-0.018470287,-0.163031817,-0.046972036,,,
39.615,0.16145587,0.21745801,-0.028418303,-0.181782246,-0.048917532,,,
39.62,0.171103478,0.244777203,-0.03647089,-0.19335866,-0.059187412,,,
39.625,0.187575817,0.266993046,-0.043718815,-0.199114084,-0.070607662,,,
39.63,0.206844807,0.286594629,-0.056747198,-0.19720912,-0.077918768,,,
39.635,0.222389698,0.300250053,-0.073115826,-0.193496943,-0.082473755,,,
39.64,0.22931695,0.299468041,-0.081398487,-0.194978714,-0.081412792,,,
39.645,0.233337879,0.287314653,-0.077664852,-0.195499659,-0.074139834,,,
39.65,0.234445334,0.273778439,-0.062559843,-0.19154191,-0.061578751,,,
39.655,0.232249498,0.267219544,-0.042104721,-0.182688236,-0.045814514,,,
39.66,0.216076374,0.256297588,-0.024391413,-0.174622536,-0.039105415,,,
39.665,0.191936493,0.234174728,-0.010120869,-0.162783861,-0.04044652,,,
39.67,0.166372061,0.203272104,0.001043081,-0.143862963,-0.039566755,,,
39.675,0.139478445,0.172241926,0.015889406,-0.11395812,-0.033829212,,,
39.68,0.10686636,0.144118071,0.030303001,-0.075964928,-0.026466847,,,
39.685,0.069559813,0.118772984,0.04386425,-0.033086538,-0.023524761,,,
39.69,0.027523041,0.093910694,0.054279566,0.004070997,-0.021362305,,,
39.695,-0.005862713,0.061734915,0.063832998,0.033551455,-0.016940832,,,
39.7,-0.028588772,0.027165413,0.081646442,0.058531761,-0.006804466,,,
39.705,-0.051825047,-0.012018681,0.101550818,0.085296631,0.011022091,,,
39.71,-0.075480938,-0.055105686,0.120050907,0.11538744,0.032703877,,,
39.715,-0.098587275,-0.095107555,0.131673813,0.141927004,0.055185556,,,
39.72,-0.1177454,-0.124733448,0.137710571,0.169872046,0.071296692,,,
39.725,-0.135139227,-0.143395662,0.141634941,0.199202299,0.076289177,,,
39.73,-0.154577494,-0.155466795,0.140978098,0.231444836,0.073227882,,,
39.735,-0.171269178,-0.168738365,0.13420701,0.260046721,0.068067312,,,
39.74,-0.178685188,-0.184255838,0.126456022,0.275788307,0.063877106,,,
39.745,-0.18163681,-0.195424557,0.119740963,0.284970999,0.066080093,,,
39.75,-0.179622173,-0.205229521,0.119044781,0.290523768,0.075303316,,,
39.755,-0.17652154,-0.211161375,0.118118525,0.290125608,0.088675022,,,
39.76,-0.176315308,-0.211002827,0.107395649,0.273151398,0.101501942,,,
39.765,-0.168629885,-0.206241608,0.092978478,0.249351263,0.108634234,,,
39.77,-0.144923925,-0.196602345,0.079312325,0.22690773,0.10782361,,,
39.775,-0.117324591,-0.182027817,0.067800283,0.210676193,0.101079941,,,
39.78,-0.096604824,-0.166614056,0.051727295,0.192725658,0.086606741,,,
39.785,-0.078351498,-0.150126219,0.029593706,0.169206858,0.070030689,,,
39.79,-0.060520172,-0.127477646,0.00466466,0.138139725,0.049976111,,,
39.795,-0.043736696,-0.098770857,-0.012694597,0.106363297,0.030589104,,,
39.8,-0.029437542,-0.069155693,-0.021793842,0.07131815,0.010795593,,,
39.805,-0.020445585,-0.03746748,-0.03033042,0.022439957,-0.009696484,,,
39.81,-0.011417866,-0.007199049,-0.049313307,-0.03066659,-0.027879477,,,
39.815,0.010973215,0.015363693,-0.070581436,-0.075502396,-0.035530329,,,
39.82,0.042197704,0.033726692,-0.085827112,-0.112134218,-0.03472209,,,
39.825,0.072906017,0.052775145,-0.100972652,-0.148195028,-0.032994747,,,
39.83,0.096957684,0.073281527,-0.115147829,-0.185797215,-0.038814545,,,
39.835,0.112128258,0.097200871,-0.126810074,-0.217120647,-0.050895214,,,
39.84,0.120182037,0.124225617,-0.136508942,-0.247083902,-0.064628124,,,
39.845,0.124601126,0.149258375,-0.141428709,-0.275589228,-0.079627037,,,
39.85,0.122377873,0.167018175,-0.144821405,-0.303498507,-0.095613003,,,
39.855,0.121139288,0.172647238,-0.148506165,-0.327625275,-0.112884045,,,
39.86,0.122915506,0.167472363,-0.14698267,-0.340601206,-0.126115084,,,
39.865,0.12883544,0.159937143,-0.142862797,-0.344355106,-0.126732588,,,
39.87,0.135065317,0.154125691,-0.138107538,-0.340945721,-0.120916367,,,
39.875,0.138560534,0.154169798,-0.138713121,-0.331536531,-0.113136768,,,
39.88,0.136393309,0.148011446,-0.142806768,-0.30939579,-0.105851889,,,
39.885,0.12699008,0.131473541,-0.143076181,-0.278664827,-0.096610785,,,
39.89,0.116081238,0.111553669,-0.140179396,-0.24659276,-0.082720518,,,
39.895,0.101608038,0.088911057,-0.13289094,-0.213751793,-0.066670179,,,
39.9,0.085616112,0.067130327,-0.126758814,-0.175091028,-0.05219698,,,
39.905,0.062835217,0.046703816,-0.122537613,-0.137417316,-0.041278601,,,
39.91,0.037164688,0.021835566,-0.111281872,-0.099881887,-0.029104948,,,
39.915,0.015016794,-0.001752377,-0.091267824,-0.059483051,-0.014532805,,,
39.92,-0.002039671,-0.02886653,-0.067766905,-0.01616478,-2.09E-04,,,
39.925,-0.0195539,-0.058102608,-0.043278933,0.027952194,0.014584065,,,
39.93,-0.037515163,-0.09118557,-0.018481016,0.072852373,0.030591488,,,
39.935,-0.052287579,-0.129970312,0.005266666,0.113927126,0.046087503,,,
39.94,-0.069043636,-0.159732103,0.022646189,0.150003433,0.058922768,,,
39.945,-0.088346005,-0.177578926,0.033026934,0.182430744,0.067895651,,,
39.95,-0.11387825,-0.187045336,0.045694113,0.207933188,0.074244738,,,
39.955,-0.144650936,-0.192009211,0.066354275,0.226111412,0.081034899,,,
39.96,-0.169663429,-0.196084976,0.086314678,0.24546504,0.086916685,,,
39.965,-0.184243918,-0.200787783,0.10451436,0.262252092,0.090743303,,,
39.97,-0.190572739,-0.198225975,0.114095211,0.269151926,0.091516972,,,
39.975,-0.187914372,-0.189990997,0.122280121,0.27340889,0.087120533,,,
39.98,-0.183218718,-0.183335543,0.137097836,0.278699398,0.082525015,,,
39.985,-0.175167322,-0.176964998,0.151857138,0.278909206,0.079731941,,,
39.99,-0.164086819,-0.169588327,0.159455538,0.267298222,0.079063177,,,
39.995,-0.150215626,-0.1550138,0.16241312,0.245041847,0.076303482,,,
40,-0.132926703,-0.134735107,0.161238909,0.217307806,0.068174601,,,
40.005,-0.113192797,-0.114511251,0.15888691,0.19125104,0.058921576,,,
40.01,-0.096739531,-0.086895227,0.148621798,0.169752836,0.049928427,,,
40.015,-0.077515841,-0.052069426,0.130523443,0.149255991,0.041934252,,,
40.02,-0.054790974,-0.012987852,0.116355419,0.124028921,0.031766892,,,
40.025,-0.031968355,0.026313067,0.105844736,0.099166632,0.021497011,,,
40.03,-0.006107092,0.062156916,0.094792843,0.069869757,0.012351275,,,
40.035,0.020451546,0.091656447,0.080269575,0.033690929,0.002653599,,,
40.04,0.051766634,0.115013123,0.062334538,-4.79E-04,-0.008158684,,,
40.045,0.088936091,0.135475397,0.049721003,-0.035424233,-0.020189285,,,
40.05,0.125256777,0.156778097,0.037562847,-0.070852041,-0.029066801,,,
40.055,0.154323578,0.180716515,0.020660162,-0.105628967,-0.031596422,,,
40.06,0.172851086,0.202914476,0.004960299,-0.135632753,-0.03375411,,,
40.065,0.181959868,0.224999189,-0.010960102,-0.160168409,-0.041139126,,,
40.07,0.189852715,0.250666142,-0.025038719,-0.180250406,-0.053533316,,,
40.075,0.20026207,0.277844667,-0.045049191,-0.189067125,-0.067387819,,,
40.08,0.209850073,0.290956497,-0.064507723,-0.188442469,-0.07683754,,,
40.085,0.216071606,0.289049149,-0.072937012,-0.191620588,-0.081650019,,,
40.09,0.217254162,0.282735825,-0.074379444,-0.199940205,-0.078859329,,,
40.095,0.217214823,0.274397135,-0.071411133,-0.209306479,-0.070120096,,,
40.1,0.210088491,0.260405541,-0.071656704,-0.216716528,-0.057317019,,,
40.105,0.193829536,0.238631964,-0.072348118,-0.211464167,-0.050566196,,,
40.11,0.17124176,0.210775137,-0.066586733,-0.201538801,-0.050568581,,,
40.115,0.152043104,0.185061693,-0.058438778,-0.191408396,-0.053817034,,,
40.12,0.134077072,0.15827775,-0.049037933,-0.172075033,-0.057786703,,,
40.125,0.108006001,0.126724243,-0.037437677,-0.142005682,-0.057355166,,,
40.13,0.072804689,0.091520548,-0.022881031,-0.105354786,-0.054719448,,,
40.135,0.035620928,0.060260296,-0.004184246,-0.077000856,-0.050600767,,,
40.14,0.005831718,0.031349659,0.014599562,-0.055545569,-0.040457249,,,
40.145,-0.018802881,-0.009086132,0.025846958,-0.029718876,-0.026152134,,,
40.15,-0.047887564,-0.05523324,0.02997756,0.001773834,-0.007935762,,,
40.155,-0.084416866,-0.097299814,0.032448769,0.036473274,0.014213324,,,
40.16,-0.114139319,-0.131986141,0.037499666,0.07021308,0.036320686,,,
40.165,-0.135774612,-0.163180828,0.041079521,0.106050968,0.052572489,,,
40.17,-0.152010918,-0.192484856,0.041205883,0.143320561,0.062603951,,,
40.175,-0.166579485,-0.212666988,0.040285587,0.176388025,0.067285299,,,
40.18,-0.18153429,-0.221598148,0.034966469,0.198671818,0.069000721,,,
40.185,-0.188313723,-0.229851008,0.03035903,0.20911336,0.067808628,,,
40.19,-0.190631151,-0.245460272,0.034505129,0.2193892,0.065202713,,,
40.195,-0.194174051,-0.262601376,0.039333105,0.228049755,0.063917637,,,
40.2,-0.197225809,-0.271475315,0.039862394,0.233650208,0.067843199,,,
40.205,-0.198117495,-0.269588232,0.031569004,0.234736204,0.072834492,,,
40.21,-0.189714432,-0.267386437,0.023466349,0.228748322,0.077236891,,,
40.215,-0.169546604,-0.267375708,0.016390085,0.212854147,0.08020401,,,
40.22,-0.147545338,-0.256942511,0.007458925,0.19200325,0.082081556,,,
40.225,-0.129636526,-0.235496759,-0.007437468,0.166221857,0.081849098,,,
40.23,-0.115423203,-0.205249786,-0.02428174,0.140047073,0.074388981,,,
40.235,-0.10127306,-0.174034834,-0.037224293,0.111919642,0.059864521,,,
40.24,-0.085936785,-0.142236948,-0.042996407,0.081068277,0.042386055,,,
40.245,-0.074443817,-0.112096071,-0.049858093,0.050201416,0.024862289,,,
40.25,-0.057622194,-0.084844828,-0.058585405,0.016829968,0.009940863,,,
40.255,-0.032685995,-0.059118271,-0.061845779,-0.016739368,-0.00374198,,,
40.26,-7.43E-04,-0.032761097,-0.065103769,-0.052088499,-0.016617775,,,
40.265,0.031815767,-0.006642342,-0.068736076,-0.087372065,-0.02912879,,,
40.27,0.056165457,0.020025969,-0.078090429,-0.120888948,-0.040978193,,,
40.275,0.071555376,0.052458048,-0.090891123,-0.153731108,-0.053830147,,,
40.28,0.085388422,0.086365938,-0.096430779,-0.188192129,-0.067039728,,,
40.285,0.100359917,0.118931532,-0.098671913,-0.223472118,-0.077819824,,,
40.29,0.112587214,0.142393112,-0.098377466,-0.249433518,-0.083208084,,,
40.295,0.117839575,0.160506964,-0.101828575,-0.263118744,-0.087109804,,,
40.3,0.122236013,0.180633068,-0.105806589,-0.27253747,-0.090847015,,,
40.305,0.129914284,0.197403431,-0.103629828,-0.282434225,-0.095995665,,,
40.31,0.139232874,0.210696459,-0.096817017,-0.286147595,-0.098813772,,,
40.315,0.143412352,0.214358568,-0.089962483,-0.279473066,-0.099257231,,,
40.32,0.144422054,0.212007761,-0.079077482,-0.269762278,-0.097142458,,,
40.325,0.146448612,0.20989418,-0.071384907,-0.260696411,-0.089100599,,,
40.33,0.153081417,0.203690529,-0.064129829,-0.247989893,-0.079865456,,,
40.335,0.15945673,0.187244415,-0.055735111,-0.227051973,-0.066138506,,,
40.34,0.158549547,0.16776681,-0.049140453,-0.192483664,-0.054297447,,,
40.345,0.144684315,0.149874687,-0.044062138,-0.150452852,-0.044355393,,,
40.35,0.120854378,0.136797428,-0.03970027,-0.107144117,-0.034790039,,,
40.355,0.095952749,0.122781992,-0.030831099,-0.059268475,-0.025897026,,,
40.36,0.075268745,0.101931095,-0.014808178,-0.011560917,-0.015246868,,,
40.365,0.05304575,0.074694157,0.004502535,0.027358532,-0.001422167,,,
40.37,0.032441616,0.042078495,0.021603108,0.06226778,0.011377335,,,
40.375,0.013152361,0.009326935,0.040352345,0.098348856,0.025206804,,,
40.38,-0.007183552,-0.023951531,0.064411163,0.131907463,0.040403605,,,
40.385,-0.029816628,-0.050299168,0.08893013,0.160259008,0.052024126,,,
40.39,-0.057177544,-0.07186532,0.108764172,0.186940432,0.064446926,,,
40.395,-0.081919432,-0.09126544,0.127421618,0.2131176,0.076333284,,,
40.4,-0.102558136,-0.112384558,0.146892071,0.240142345,0.083138943,,,
40.405,-0.118494034,-0.132226944,0.161194801,0.265311003,0.088285208,,,
